Unnamed: 0,Season,Game_ID,PLAYER_NAME,Team,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
479797,2019,21801060,James Harden,HOU,"MAR 19, 2019",HOU @ ATL,W,33,8,18.0,0.444,4.0,11.0,0.364,11,12.0,0.917,0.0,8.0,8.0,10.0,1.0,1.0,4.0,1.0,31,10.0,1
479798,2019,21801048,James Harden,HOU,"MAR 17, 2019",HOU vs. MIN,W,32,8,24.0,0.333,4.0,12.0,0.333,0,0.0,0.0,0.0,2.0,2.0,10.0,1.0,0.0,3.0,4.0,20,20.0,2
479799,2019,21801030,James Harden,HOU,"MAR 15, 2019",HOU vs. PHX,W,42,12,25.0,0.48,3.0,11.0,0.273,14,17.0,0.824,0.0,9.0,9.0,11.0,6.0,3.0,6.0,3.0,41,3.0,2
479800,2019,21801018,James Harden,HOU,"MAR 13, 2019",HOU vs. GSW,L,37,10,23.0,0.435,2.0,12.0,0.167,7,9.0,0.778,0.0,3.0,3.0,10.0,3.0,0.0,2.0,1.0,29,1.0,1
479801,2019,21801004,James Harden,HOU,"MAR 11, 2019",HOU vs. CHA,W,35,7,21.0,0.333,3.0,9.0,0.333,11,12.0,0.917,1.0,5.0,6.0,10.0,3.0,0.0,4.0,3.0,28,11.0,1
479802,2019,21800997,James Harden,HOU,"MAR 10, 2019",HOU @ DAL,W,34,7,25.0,0.28,3.0,15.0,0.2,3,3.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,5.0,5.0,20,4.0,1
479803,2019,21800981,James Harden,HOU,"MAR 08, 2019",HOU vs. PHI,W,32,11,22.0,0.5,3.0,11.0,0.273,6,7.0,0.857,0.0,10.0,10.0,7.0,2.0,0.0,5.0,3.0,31,15.0,1
479804,2019,21800961,James Harden,HOU,"MAR 05, 2019",HOU @ TOR,W,37,12,30.0,0.4,3.0,9.0,0.333,8,8.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,4.0,35,-10.0,1
479805,2019,21800945,James Harden,HOU,"MAR 03, 2019",HOU @ BOS,W,39,14,31.0,0.452,6.0,18.0,0.333,8,9.0,0.889,0.0,7.0,7.0,4.0,2.0,1.0,4.0,6.0,42,13.0,1
479787,2019,21801200,James Harden,HOU,"APR 07, 2019",HOU vs. PHX,W,29,10,14.0,0.714,5.0,6.0,0.833,5,7.0,0.714,0.0,13.0,13.0,9.0,2.0,0.0,6.0,3.0,30,39.0,1
479807,2019,21800911,James Harden,HOU,"FEB 27, 2019",HOU @ CHA,W,36,10,29.0,0.345,1.0,11.0,0.091,9,9.0,1.0,0.0,3.0,3.0,7.0,2.0,1.0,1.0,2.0,30,-14.0,1
479765,2019,21900318,James Harden,HOU,"DEC 05, 2019",HOU @ TOR,W,40,7,11.0,0.636,3.0,5.0,0.6,6,6.0,1.0,0.0,7.0,7.0,3.0,5.0,1.0,4.0,5.0,23,7.0,1
479764,2019,21900333,James Harden,HOU,"DEC 07, 2019",HOU vs. PHX,W,39,8,27.0,0.296,3.0,17.0,0.176,15,18.0,0.833,2.0,4.0,6.0,4.0,3.0,1.0,0.0,3.0,34,9.0,1
479766,2019,21900303,James Harden,HOU,"DEC 03, 2019",HOU @ SAS,L,49,11,37.0,0.297,4.0,20.0,0.2,24,24.0,1.0,3.0,6.0,9.0,6.0,4.0,0.0,5.0,4.0,50,-3.0,1
479763,2019,21900346,James Harden,HOU,"DEC 09, 2019",HOU vs. SAC,L,40,8,19.0,0.421,3.0,10.0,0.3,8,8.0,1.0,0.0,4.0,4.0,10.0,2.0,1.0,8.0,4.0,27,-6.0,1
479762,2019,21900356,James Harden,HOU,"DEC 11, 2019",HOU @ CLE,W,41,20,34.0,0.588,10.0,18.0,0.556,5,5.0,1.0,0.0,3.0,3.0,8.0,2.0,2.0,6.0,3.0,55,10.0,1
479761,2019,21900371,James Harden,HOU,"DEC 13, 2019",HOU @ ORL,W,36,19,31.0,0.613,10.0,15.0,0.667,6,6.0,1.0,2.0,3.0,5.0,7.0,2.0,3.0,3.0,5.0,54,21.0,1
479760,2019,21900386,James Harden,HOU,"DEC 14, 2019",HOU vs. DET,L,38,14,33.0,0.424,4.0,13.0,0.308,7,8.0,0.875,2.0,4.0,6.0,7.0,1.0,0.0,4.0,4.0,39,-11.0,1
479759,2019,21900396,James Harden,HOU,"DEC 16, 2019",HOU vs. SAS,W,36,10,29.0,0.345,4.0,13.0,0.308,4,4.0,1.0,3.0,5.0,8.0,7.0,1.0,1.0,2.0,3.0,28,10.0,1
479758,2019,21900419,James Harden,HOU,"DEC 19, 2019",HOU @ LAC,W,36,8,16.0,0.5,5.0,11.0,0.455,7,10.0,0.7,0.0,1.0,1.0,10.0,2.0,1.0,6.0,4.0,28,1.0,1
479753,2019,21900501,James Harden,HOU,"DEC 31, 2019",HOU vs. DEN,W,34,10,17.0,0.588,6.0,9.0,0.667,9,13.0,0.692,0.0,3.0,3.0,6.0,1.0,2.0,4.0,2.0,35,21.0,1
479754,2019,21900478,James Harden,HOU,"DEC 28, 2019",HOU vs. BKN,W,39,17,27.0,0.63,6.0,10.0,0.6,4,9.0,0.444,2.0,8.0,10.0,6.0,1.0,3.0,3.0,2.0,44,16.0,1
479755,2019,21900457,James Harden,HOU,"DEC 25, 2019",HOU @ GSW,L,38,9,18.0,0.5,6.0,10.0,0.6,0,1.0,0.0,1.0,5.0,6.0,11.0,3.0,0.0,2.0,3.0,24,-18.0,1
479756,2019,21900453,James Harden,HOU,"DEC 23, 2019",HOU @ SAC,W,38,10,19.0,0.526,4.0,11.0,0.364,10,12.0,0.833,0.0,5.0,5.0,5.0,2.0,1.0,3.0,2.0,34,7.0,1
479757,2019,21900437,James Harden,HOU,"DEC 21, 2019",HOU @ PHX,W,34,15,27.0,0.556,9.0,19.0,0.474,8,9.0,0.889,1.0,5.0,6.0,7.0,0.0,1.0,4.0,5.0,47,2.0,1
154335,2019,21801034,Jaylen Brown,BOS,"MAR 16, 2019",BOS vs. ATL,W,26,8,14.0,0.571,3.0,5.0,0.6,4,6.0,0.667,0.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,23,3.0,2
154336,2019,21801022,Jaylen Brown,BOS,"MAR 14, 2019",BOS vs. SAC,W,32,9,16.0,0.563,3.0,4.0,0.75,1,3.0,0.333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,22,19.0,1
154337,2019,21801006,Jaylen Brown,BOS,"MAR 11, 2019",BOS @ LAC,L,31,9,13.0,0.692,3.0,5.0,0.6,1,2.0,0.5,1.0,6.0,7.0,0.0,3.0,0.0,0.0,1.0,22,-12.0,1
154338,2019,21800989,Jaylen Brown,BOS,"MAR 09, 2019",BOS @ LAL,W,21,3,12.0,0.25,1.0,6.0,0.167,1,1.0,1.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,8,4.0,1
154339,2019,21800973,Jaylen Brown,BOS,"MAR 06, 2019",BOS @ SAC,W,23,3,6.0,0.5,2.0,3.0,0.667,2,3.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,10,-8.0,1
154343,2019,21800913,Jaylen Brown,BOS,"FEB 27, 2019",BOS vs. POR,L,30,5,9.0,0.556,0.0,3.0,0.0,0,1.0,0.0,1.0,9.0,10.0,1.0,1.0,0.0,1.0,2.0,10,8.0,1
154344,2019,21800909,Jaylen Brown,BOS,"FEB 26, 2019",BOS @ TOR,L,22,3,8.0,0.375,0.0,2.0,0.0,4,5.0,0.8,0.0,8.0,8.0,4.0,4.0,0.0,3.0,5.0,10,-13.0,1
154345,2019,21800889,Jaylen Brown,BOS,"FEB 23, 2019",BOS @ CHI,L,23,5,12.0,0.417,2.0,5.0,0.4,2,4.0,0.5,0.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,14,-7.0,1
154342,2019,21800931,Jaylen Brown,BOS,"MAR 01, 2019",BOS vs. WAS,W,27,4,13.0,0.308,1.0,6.0,0.167,4,4.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,13,1.0,1
154341,2019,21800945,Jaylen Brown,BOS,"MAR 03, 2019",BOS vs. HOU,L,28,7,13.0,0.538,0.0,4.0,0.0,1,1.0,1.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,5.0,15,5.0,1
154340,2019,21800964,Jaylen Brown,BOS,"MAR 05, 2019",BOS @ GSW,W,27,8,16.0,0.5,2.0,4.0,0.5,0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,3.0,18,23.0,1
154328,2019,21801137,Jaylen Brown,BOS,"MAR 30, 2019",BOS @ BKN,L,32,3,10.0,0.3,1.0,3.0,0.333,2,4.0,0.5,0.0,6.0,6.0,3.0,1.0,1.0,4.0,1.0,9,-10.0,1
154325,2019,21900008,Jaylen Brown,BOS,"OCT 23, 2019",BOS @ PHI,L,21,3,6.0,0.5,1.0,2.0,0.5,1,3.0,0.333,0.0,7.0,7.0,0.0,1.0,0.0,1.0,5.0,8,-12.0,1
154326,2019,21801211,Jaylen Brown,BOS,"APR 09, 2019",BOS @ WAS,W,18,6,13.0,0.462,1.0,4.0,0.25,2,4.0,0.5,1.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,15,-14.0,1
154312,2019,21900253,Jaylen Brown,BOS,"NOV 27, 2019",BOS vs. BKN,W,33,9,15.0,0.6,2.0,6.0,0.333,2,2.0,1.0,1.0,9.0,10.0,2.0,3.0,1.0,2.0,3.0,22,19.0,1
154311,2019,21900267,Jaylen Brown,BOS,"NOV 29, 2019",BOS @ BKN,L,34,4,8.0,0.5,0.0,1.0,0.0,0,1.0,0.0,2.0,4.0,6.0,1.0,2.0,0.0,3.0,2.0,8,-21.0,1
154310,2019,21900285,Jaylen Brown,BOS,"DEC 01, 2019",BOS @ NYK,W,35,11,18.0,0.611,4.0,10.0,0.4,2,4.0,0.5,2.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,28,6.0,1
154309,2019,21900310,Jaylen Brown,BOS,"DEC 04, 2019",BOS vs. MIA,W,34,10,20.0,0.5,5.0,9.0,0.556,6,8.0,0.75,1.0,3.0,4.0,1.0,1.0,0.0,1.0,3.0,31,9.0,1
154308,2019,21900323,Jaylen Brown,BOS,"DEC 06, 2019",BOS vs. DEN,W,33,8,15.0,0.533,3.0,7.0,0.429,2,2.0,1.0,0.0,7.0,7.0,2.0,0.0,0.0,1.0,3.0,21,10.0,1
154307,2019,21900344,Jaylen Brown,BOS,"DEC 09, 2019",BOS vs. CLE,W,32,9,15.0,0.6,1.0,5.0,0.2,1,1.0,1.0,0.0,7.0,7.0,2.0,0.0,2.0,3.0,5.0,20,17.0,1
154306,2019,21900357,Jaylen Brown,BOS,"DEC 11, 2019",BOS @ IND,L,34,7,12.0,0.583,2.0,5.0,0.4,2,3.0,0.667,0.0,8.0,8.0,8.0,1.0,0.0,4.0,6.0,18,13.0,1
154324,2019,21900017,Jaylen Brown,BOS,"OCT 25, 2019",BOS vs. TOR,W,38,11,20.0,0.55,2.0,7.0,0.286,1,1.0,1.0,0.0,9.0,9.0,4.0,0.0,2.0,1.0,2.0,25,2.0,1
154305,2019,21900367,Jaylen Brown,BOS,"DEC 12, 2019",BOS vs. PHI,L,41,3,9.0,0.333,0.0,1.0,0.0,2,2.0,1.0,1.0,4.0,5.0,2.0,1.0,0.0,3.0,4.0,8,-14.0,1
154303,2019,21900422,Jaylen Brown,BOS,"DEC 20, 2019",BOS vs. DET,W,29,9,13.0,0.692,4.0,7.0,0.571,4,5.0,0.8,1.0,4.0,5.0,5.0,3.0,1.0,3.0,2.0,26,17.0,1
154302,2019,21900440,Jaylen Brown,BOS,"DEC 22, 2019",BOS vs. CHA,W,32,7,14.0,0.5,1.0,4.0,0.25,1,3.0,0.333,1.0,8.0,9.0,5.0,0.0,0.0,2.0,2.0,16,15.0,1
154301,2019,21900455,Jaylen Brown,BOS,"DEC 25, 2019",BOS @ TOR,W,35,10,13.0,0.769,5.0,7.0,0.714,5,6.0,0.833,0.0,6.0,6.0,4.0,0.0,0.0,3.0,1.0,30,6.0,1
154300,2019,21900466,Jaylen Brown,BOS,"DEC 27, 2019",BOS vs. CLE,W,29,13,20.0,0.65,5.0,10.0,0.5,3,4.0,0.75,1.0,8.0,9.0,2.0,0.0,0.0,3.0,2.0,34,3.0,1
154299,2019,21900473,Jaylen Brown,BOS,"DEC 28, 2019",BOS vs. TOR,L,37,5,12.0,0.417,1.0,2.0,0.5,6,8.0,0.75,1.0,4.0,5.0,1.0,3.0,0.0,3.0,2.0,17,-17.0,1
154304,2019,21900413,Jaylen Brown,BOS,"DEC 18, 2019",BOS @ DAL,W,35,8,18.0,0.444,2.0,8.0,0.25,8,8.0,1.0,2.0,7.0,9.0,0.0,1.0,1.0,3.0,3.0,26,4.0,1
154323,2019,21900029,Jaylen Brown,BOS,"OCT 26, 2019",BOS @ NYK,W,27,6,14.0,0.429,1.0,5.0,0.2,6,8.0,0.75,1.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,19,20.0,1
154322,2019,21900112,Jaylen Brown,BOS,"NOV 07, 2019",BOS @ CHA,W,32,5,9.0,0.556,0.0,2.0,0.0,2,2.0,1.0,0.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,12,13.0,1
154321,2019,21900127,Jaylen Brown,BOS,"NOV 09, 2019",BOS @ SAS,W,32,10,18.0,0.556,1.0,3.0,0.333,9,10.0,0.9,1.0,6.0,7.0,3.0,1.0,0.0,0.0,3.0,30,21.0,1
154319,2019,21900156,Jaylen Brown,BOS,"NOV 13, 2019",BOS vs. WAS,W,35,9,19.0,0.474,0.0,3.0,0.0,4,4.0,1.0,1.0,4.0,5.0,4.0,1.0,0.0,2.0,4.0,22,-4.0,1
154313,2019,21900244,Jaylen Brown,BOS,"NOV 25, 2019",BOS vs. SAC,W,34,9,16.0,0.563,2.0,7.0,0.286,4,5.0,0.8,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,24,1.0,1
154314,2019,21900222,Jaylen Brown,BOS,"NOV 22, 2019",BOS @ DEN,L,36,6,15.0,0.4,4.0,7.0,0.571,6,8.0,0.75,1.0,9.0,10.0,4.0,1.0,0.0,1.0,4.0,22,-1.0,1
154315,2019,21900212,Jaylen Brown,BOS,"NOV 20, 2019",BOS @ LAC,L,39,3,14.0,0.214,1.0,8.0,0.125,2,4.0,0.5,1.0,5.0,6.0,1.0,1.0,0.0,3.0,5.0,9,-4.0,1
154316,2019,21900195,Jaylen Brown,BOS,"NOV 18, 2019",BOS @ PHX,W,30,6,16.0,0.375,2.0,5.0,0.4,0,2.0,0.0,4.0,5.0,9.0,3.0,1.0,0.0,1.0,4.0,14,4.0,1
154317,2019,21900184,Jaylen Brown,BOS,"NOV 17, 2019",BOS @ SAC,L,35,7,16.0,0.438,4.0,7.0,0.571,0,0.0,0.0,1.0,7.0,8.0,0.0,2.0,0.0,4.0,1.0,18,-5.0,1
154318,2019,21900173,Jaylen Brown,BOS,"NOV 15, 2019",BOS @ GSW,W,35,9,17.0,0.529,3.0,3.0,1.0,1,2.0,0.5,1.0,7.0,8.0,3.0,3.0,0.0,2.0,4.0,22,-4.0,1
154320,2019,21900141,Jaylen Brown,BOS,"NOV 11, 2019",BOS vs. DAL,W,38,9,16.0,0.563,2.0,4.0,0.5,5,7.0,0.714,3.0,8.0,11.0,3.0,0.0,0.0,1.0,4.0,25,12.0,1
154365,2019,21800607,Jaylen Brown,BOS,"JAN 09, 2019",BOS vs. IND,W,29,7,12.0,0.583,2.0,5.0,0.4,6,8.0,0.75,0.0,7.0,7.0,3.0,1.0,1.0,0.0,4.0,22,14.0,1
154359,2019,21800683,Jaylen Brown,BOS,"JAN 19, 2019",BOS @ ATL,W,28,3,10.0,0.3,2.0,5.0,0.4,6,8.0,0.75,0.0,4.0,4.0,2.0,3.0,0.0,2.0,1.0,14,16.0,1
154360,2019,21800671,Jaylen Brown,BOS,"JAN 18, 2019",BOS vs. MEM,W,21,4,7.0,0.571,2.0,4.0,0.5,2,2.0,1.0,0.0,6.0,6.0,1.0,0.0,2.0,3.0,1.0,12,8.0,1
154361,2019,21800658,Jaylen Brown,BOS,"JAN 16, 2019",BOS vs. TOR,W,23,2,9.0,0.222,1.0,3.0,0.333,2,4.0,0.5,1.0,5.0,6.0,0.0,1.0,1.0,1.0,2.0,7,10.0,1
154363,2019,21800632,Jaylen Brown,BOS,"JAN 12, 2019",BOS @ ORL,L,24,5,9.0,0.556,2.0,3.0,0.667,1,2.0,0.5,2.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,13,-18.0,1
154353,2019,21800771,Jaylen Brown,BOS,"FEB 01, 2019",BOS @ NYK,W,21,5,12.0,0.417,0.0,4.0,0.0,1,1.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,11,1.0,1
154354,2019,21800756,Jaylen Brown,BOS,"JAN 30, 2019",BOS vs. CHA,W,30,10,18.0,0.556,2.0,8.0,0.25,2,2.0,1.0,1.0,9.0,10.0,2.0,1.0,0.0,2.0,1.0,24,19.0,1
154352,2019,21800788,Jaylen Brown,BOS,"FEB 03, 2019",BOS vs. OKC,W,23,4,6.0,0.667,2.0,2.0,1.0,2,4.0,0.5,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,12,-5.0,1
154351,2019,21800797,Jaylen Brown,BOS,"FEB 05, 2019",BOS @ CLE,W,29,6,19.0,0.316,1.0,4.0,0.25,0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,0.0,2.0,2.0,13,-3.0,1
154350,2019,21800814,Jaylen Brown,BOS,"FEB 07, 2019",BOS vs. LAL,L,25,7,10.0,0.7,2.0,4.0,0.5,2,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,18,11.0,1
154349,2019,21800829,Jaylen Brown,BOS,"FEB 09, 2019",BOS vs. LAC,L,24,4,14.0,0.286,0.0,5.0,0.0,4,6.0,0.667,2.0,3.0,5.0,2.0,1.0,0.0,0.0,3.0,12,5.0,1
154364,2019,21800617,Jaylen Brown,BOS,"JAN 10, 2019",BOS @ MIA,L,14,1,5.0,0.2,0.0,1.0,0.0,0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2,-5.0,1
154366,2019,21800592,Jaylen Brown,BOS,"JAN 07, 2019",BOS vs. BKN,W,24,2,6.0,0.333,0.0,1.0,0.0,0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,4.0,5.0,4,15.0,1
154357,2019,21800707,Jaylen Brown,BOS,"JAN 23, 2019",BOS vs. CLE,W,25,8,12.0,0.667,2.0,3.0,0.667,5,6.0,0.833,0.0,6.0,6.0,0.0,1.0,0.0,1.0,2.0,23,15.0,1
154367,2019,21800566,Jaylen Brown,BOS,"JAN 04, 2019",BOS vs. DAL,W,27,9,15.0,0.6,2.0,4.0,0.5,1,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,4.0,21,20.0,1
154368,2019,21800558,Jaylen Brown,BOS,"JAN 02, 2019",BOS vs. MIN,W,29,4,7.0,0.571,1.0,2.0,0.5,1,2.0,0.5,0.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,10,13.0,1
154358,2019,21800698,Jaylen Brown,BOS,"JAN 21, 2019",BOS vs. MIA,W,20,3,9.0,0.333,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,2.0,6,-17.0,1
154356,2019,21800732,Jaylen Brown,BOS,"JAN 26, 2019",BOS vs. GSW,L,22,3,8.0,0.375,2.0,5.0,0.4,2,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,10,-8.0,1
154347,2019,21800855,Jaylen Brown,BOS,"FEB 13, 2019",BOS vs. DET,W,30,8,15.0,0.533,1.0,4.0,0.25,0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,0.0,1.0,3.0,17,7.0,1
154346,2019,21800870,Jaylen Brown,BOS,"FEB 21, 2019",BOS @ MIL,L,24,6,9.0,0.667,3.0,4.0,0.75,0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,15,-14.0,1
154348,2019,21800849,Jaylen Brown,BOS,"FEB 12, 2019",BOS @ PHI,W,24,3,8.0,0.375,0.0,2.0,0.0,1,2.0,0.5,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,7,3.0,1
154355,2019,21800746,Jaylen Brown,BOS,"JAN 28, 2019",BOS vs. BKN,W,32,9,16.0,0.563,3.0,5.0,0.6,0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0,21,13.0,1
154362,2019,21800645,Jaylen Brown,BOS,"JAN 14, 2019",BOS @ BKN,L,32,9,18.0,0.5,2.0,6.0,0.333,2,3.0,0.667,2.0,4.0,6.0,0.0,2.0,1.0,0.0,4.0,22,14.0,1
154331,2019,21801100,Jaylen Brown,BOS,"MAR 24, 2019",BOS vs. SAS,L,25,1,8.0,0.125,0.0,5.0,0.0,5,6.0,0.833,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7,-26.0,1
154332,2019,21801087,Jaylen Brown,BOS,"MAR 23, 2019",BOS @ CHA,L,30,10,13.0,0.769,5.0,6.0,0.833,4,7.0,0.571,0.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,29,3.0,1
154333,2019,21801067,Jaylen Brown,BOS,"MAR 20, 2019",BOS @ PHI,L,28,3,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,6,10.0,1
154334,2019,21801052,Jaylen Brown,BOS,"MAR 18, 2019",BOS vs. DEN,L,20,2,6.0,0.333,1.0,4.0,0.25,1,2.0,0.5,3.0,1.0,4.0,1.0,2.0,0.0,3.0,2.0,6,-4.0,1
154330,2019,21801108,Jaylen Brown,BOS,"MAR 26, 2019",BOS @ CLE,W,18,3,7.0,0.429,2.0,3.0,0.667,1,3.0,0.333,1.0,5.0,6.0,1.0,0.0,0.0,0.0,1.0,9,-6.0,1
154327,2019,21801203,Jaylen Brown,BOS,"APR 07, 2019",BOS vs. ORL,L,26,5,8.0,0.625,2.0,3.0,0.667,1,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,13,1.0,1
154329,2019,21801130,Jaylen Brown,BOS,"MAR 29, 2019",BOS vs. IND,W,27,7,10.0,0.7,1.0,1.0,1.0,1,2.0,0.5,1.0,3.0,4.0,1.0,0.0,0.0,2.0,2.0,16,-7.0,1
1133111,2019,21900323,Jayson Tatum,BOS,"DEC 06, 2019",BOS vs. DEN,W,30,10,19.0,0.526,4.0,8.0,0.5,2,2.0,1.0,0.0,7.0,7.0,5.0,1.0,0.0,1.0,1.0,26,14.0,1
1133110,2019,21900344,Jayson Tatum,BOS,"DEC 09, 2019",BOS vs. CLE,W,30,7,14.0,0.5,4.0,6.0,0.667,1,2.0,0.5,0.0,11.0,11.0,2.0,2.0,2.0,4.0,1.0,19,24.0,1
1133109,2019,21900357,Jayson Tatum,BOS,"DEC 11, 2019",BOS @ IND,L,37,4,13.0,0.308,2.0,8.0,0.25,6,6.0,1.0,0.0,6.0,6.0,3.0,2.0,0.0,3.0,2.0,16,-8.0,1
1133108,2019,21900367,Jayson Tatum,BOS,"DEC 12, 2019",BOS vs. PHI,L,34,5,18.0,0.278,3.0,8.0,0.375,2,2.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,4.0,15,-2.0,1
1133107,2019,21900413,Jayson Tatum,BOS,"DEC 18, 2019",BOS @ DAL,W,37,10,23.0,0.435,2.0,10.0,0.2,2,3.0,0.667,2.0,6.0,8.0,1.0,0.0,1.0,3.0,3.0,24,-2.0,1
1133105,2019,21900440,Jayson Tatum,BOS,"DEC 22, 2019",BOS vs. CHA,W,36,15,29.0,0.517,4.0,9.0,0.444,5,5.0,1.0,1.0,11.0,12.0,2.0,1.0,3.0,2.0,1.0,39,10.0,1
1133104,2019,21900455,Jayson Tatum,BOS,"DEC 25, 2019",BOS @ TOR,W,35,5,18.0,0.278,1.0,3.0,0.333,0,0.0,0.0,4.0,5.0,9.0,6.0,2.0,0.0,3.0,4.0,11,21.0,1
1133103,2019,21900466,Jayson Tatum,BOS,"DEC 27, 2019",BOS vs. CLE,W,32,11,20.0,0.55,5.0,10.0,0.5,3,3.0,1.0,1.0,4.0,5.0,2.0,0.0,2.0,1.0,1.0,30,19.0,1
1133102,2019,21900473,Jayson Tatum,BOS,"DEC 28, 2019",BOS vs. TOR,L,36,3,7.0,0.429,0.0,2.0,0.0,6,8.0,0.75,0.0,3.0,3.0,4.0,1.0,0.0,6.0,3.0,12,3.0,1
1133101,2019,21900497,Jayson Tatum,BOS,"DEC 31, 2019",BOS @ CHA,W,36,10,18.0,0.556,4.0,7.0,0.571,0,0.0,0.0,2.0,5.0,7.0,1.0,3.0,1.0,3.0,0.0,24,15.0,1
1133106,2019,21900422,Jayson Tatum,BOS,"DEC 20, 2019",BOS vs. DET,W,27,10,17.0,0.588,2.0,7.0,0.286,4,4.0,1.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,1.0,26,10.0,1
1133116,2019,21900244,Jayson Tatum,BOS,"NOV 25, 2019",BOS vs. SAC,W,34,7,18.0,0.389,0.0,3.0,0.0,6,7.0,0.857,1.0,5.0,6.0,3.0,0.0,0.0,3.0,4.0,20,4.0,1
1133112,2019,21900310,Jayson Tatum,BOS,"DEC 04, 2019",BOS vs. MIA,W,34,6,19.0,0.316,2.0,12.0,0.167,5,6.0,0.833,1.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,19,31.0,1
1133113,2019,21900285,Jayson Tatum,BOS,"DEC 01, 2019",BOS @ NYK,W,37,10,23.0,0.435,5.0,11.0,0.455,5,6.0,0.833,0.0,6.0,6.0,7.0,2.0,2.0,1.0,4.0,30,11.0,1
1133114,2019,21900267,Jayson Tatum,BOS,"NOV 29, 2019",BOS @ BKN,L,37,10,19.0,0.526,4.0,8.0,0.5,2,2.0,1.0,1.0,8.0,9.0,0.0,4.0,0.0,6.0,0.0,26,13.0,1
1133125,2019,21900112,Jayson Tatum,BOS,"NOV 07, 2019",BOS @ CHA,W,29,8,17.0,0.471,4.0,6.0,0.667,3,4.0,0.75,2.0,7.0,9.0,1.0,2.0,1.0,1.0,0.0,23,13.0,1
1133133,2019,21801183,Jayson Tatum,BOS,"APR 05, 2019",BOS @ IND,W,34,9,19.0,0.474,1.0,5.0,0.2,3,4.0,0.75,1.0,6.0,7.0,2.0,3.0,1.0,1.0,2.0,22,15.0,1
1133132,2019,21801203,Jayson Tatum,BOS,"APR 07, 2019",BOS vs. ORL,L,6,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1
1133131,2019,21900008,Jayson Tatum,BOS,"OCT 23, 2019",BOS @ PHI,L,37,8,22.0,0.364,4.0,8.0,0.5,1,3.0,0.333,1.0,9.0,10.0,2.0,2.0,0.0,4.0,2.0,21,-4.0,1
1133130,2019,21900017,Jayson Tatum,BOS,"OCT 25, 2019",BOS vs. TOR,W,35,8,22.0,0.364,4.0,7.0,0.571,5,5.0,1.0,3.0,6.0,9.0,4.0,3.0,0.0,0.0,0.0,25,9.0,1
1133129,2019,21900029,Jayson Tatum,BOS,"OCT 26, 2019",BOS @ NYK,W,34,5,17.0,0.294,2.0,7.0,0.286,3,4.0,0.75,2.0,7.0,9.0,0.0,3.0,2.0,2.0,3.0,15,20.0,1
